Date,Region,County,Market,Commodity Category,Commodity,Priceflag,Pricetype,Currency(USD),Price (Ksh),Inflation Rate,Rainfall Average,Unit_Quantity,Year,Month,Day Name,Day_Classification
2006-01-15,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),actual,Wholesale,69.9878,1480.0,8.39,5.2364,90,2006,1,Sunday,weekend
2006-01-15,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),actual,Wholesale,69.9878,3246.0,8.39,5.2364,90,2006,1,Sunday,weekend
2006-01-15,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),actual,Wholesale,69.9878,1249.99,8.39,5.2364,50,2006,1,Sunday,weekend
2006-01-15,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,actual,Wholesale,69.9878,1800.0,8.39,5.2364,90,2006,1,Sunday,weekend
2006-01-15,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),actual,Retail,69.9878,39.0,8.39,5.2364,1,2006,1,Sunday,weekend
2006-01-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,actual,Retail,69.9878,26.0,8.39,5.2364,400,2006,1,Sunday,weekend
2006-01-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,actual,Wholesale,69.9878,15.48,8.39,5.2364,1,2006,1,Sunday,weekend
2006-01-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),actual,Wholesale,69.9878,664.43,8.39,5.2364,50,2006,1,Sunday,weekend
2006-01-15,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",actual,Retail,69.9878,22.0,8.39,5.2364,500,2006,1,Sunday,weekend
2006-01-15,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),actual,Retail,69.9878,115.0,8.39,5.2364,1,2006,1,Sunday,weekend
2006-01-15,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,actual,Wholesale,69.9878,42.31,8.39,5.2364,1,2006,1,Sunday,weekend
2006-01-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,actual,Wholesale,69.9878,14.84,8.39,5.2364,1,2006,1,Sunday,weekend
2006-01-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),actual,Wholesale,69.9878,1320.0,8.39,5.2364,90,2006,1,Sunday,weekend
2006-01-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),actual,Wholesale,69.9878,1074.07,8.39,5.2364,50,2006,1,Sunday,weekend
2006-01-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,actual,Wholesale,69.9878,1600.0,8.39,5.2364,90,2006,1,Sunday,weekend
2006-01-15,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,actual,Wholesale,69.9878,39.61,8.39,5.2364,1,2006,1,Sunday,weekend
2006-01-15,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),actual,Wholesale,69.9878,4000.0,8.39,5.2364,90,2006,1,Sunday,weekend
2006-01-15,Rift Valley,Turkana,Lodwar,cereals and tubers,Maize (white),actual,Retail,69.9878,26.0,8.39,5.2364,1,2006,1,Sunday,weekend
2006-01-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Maize (white),actual,Wholesale,69.9878,1192.0,8.39,5.2364,90,2006,1,Sunday,weekend
2006-01-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans,actual,Wholesale,69.9878,45.85,8.39,5.2364,1,2006,1,Sunday,weekend
2006-01-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans (dry),actual,Wholesale,69.9878,2799.0,8.39,5.2364,90,2006,1,Sunday,weekend
2006-02-15,Coast,Mombasa,Mombasa,cereals and tubers,Maize,actual,Wholesale,71.6544,16.41,9.39,8.557433333333334,1,2006,2,Wednesday,weekday
2006-02-15,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),actual,Wholesale,71.6544,1523.0,9.39,8.557433333333334,90,2006,2,Wednesday,weekday
2006-02-15,Coast,Mombasa,Mombasa,pulses and nuts,Beans,actual,Wholesale,71.6544,39.48,9.39,8.557433333333334,1,2006,2,Wednesday,weekday
2006-02-15,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),actual,Retail,71.6544,18.0,9.39,8.557433333333334,1,2006,2,Wednesday,weekday
2006-02-15,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),actual,Wholesale,71.6544,1555.55,9.39,8.557433333333334,50,2006,2,Wednesday,weekday
2006-02-15,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,actual,Wholesale,71.6544,2000.0,9.39,8.557433333333334,90,2006,2,Wednesday,weekday
2006-02-15,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),actual,Retail,71.6544,22.0,9.39,8.557433333333334,1,2006,2,Wednesday,weekday
2006-02-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,actual,Retail,71.6544,26.0,9.39,8.557433333333334,400,2006,2,Wednesday,weekday
2006-02-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),actual,Wholesale,71.6544,1488.0,9.39,8.557433333333334,90,2006,2,Wednesday,weekday
2006-02-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),actual,Wholesale,71.6544,694.44,9.39,8.557433333333334,50,2006,2,Wednesday,weekday
2006-02-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,actual,Wholesale,71.6544,2260.0,9.39,8.557433333333334,90,2006,2,Wednesday,weekday
2006-02-15,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",actual,Retail,71.6544,25.0,9.39,8.557433333333334,500,2006,2,Wednesday,weekday
2006-02-15,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),actual,Retail,71.6544,120.0,9.39,8.557433333333334,1,2006,2,Wednesday,weekday
2006-02-15,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,actual,Wholesale,71.6544,47.1,9.39,8.557433333333334,1,2006,2,Wednesday,weekday
2006-02-15,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),actual,Wholesale,71.6544,3485.0,9.39,8.557433333333334,90,2006,2,Wednesday,weekday
2006-02-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),actual,Wholesale,71.6544,1184.99,9.39,8.557433333333334,50,2006,2,Wednesday,weekday
2006-02-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,actual,Wholesale,71.6544,1600.0,9.39,8.557433333333334,90,2006,2,Wednesday,weekday
2006-02-15,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,actual,Wholesale,71.6544,42.79,9.39,8.557433333333334,1,2006,2,Wednesday,weekday
2006-02-15,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),actual,Wholesale,71.6544,4000.0,9.39,8.557433333333334,90,2006,2,Wednesday,weekday
2006-02-15,Rift Valley,Turkana,Lodwar,cereals and tubers,Maize (white),actual,Retail,71.6544,28.0,9.39,8.557433333333334,1,2006,2,Wednesday,weekday
2006-02-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Maize (white),actual,Wholesale,71.6544,1304.0,9.39,8.557433333333334,90,2006,2,Wednesday,weekday
2006-02-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Potatoes (Irish),actual,Wholesale,71.6544,1038.33,9.39,8.557433333333334,50,2006,2,Wednesday,weekday
2006-02-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Sorghum,actual,Wholesale,71.6544,1504.0,9.39,8.557433333333334,90,2006,2,Wednesday,weekday
2006-02-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans (dry),actual,Wholesale,71.6544,3150.0,9.39,8.557433333333334,90,2006,2,Wednesday,weekday
2006-03-15,Coast,Mombasa,Mombasa,pulses and nuts,Beans,actual,Wholesale,72.3856,44.69,8.85,28.083066666666667,1,2006,3,Wednesday,weekday
2006-03-15,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),actual,Retail,72.3856,18.0,8.85,28.083066666666667,1,2006,3,Wednesday,weekday
2006-03-15,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),actual,Wholesale,72.3856,1722.21,8.85,28.083066666666667,50,2006,3,Wednesday,weekday
2006-03-15,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,actual,Wholesale,72.3856,2000.0,8.85,28.083066666666667,90,2006,3,Wednesday,weekday
2006-03-15,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),actual,Retail,72.3856,47.0,8.85,28.083066666666667,1,2006,3,Wednesday,weekday
2006-03-15,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),actual,Retail,72.3856,22.0,8.85,28.083066666666667,1,2006,3,Wednesday,weekday
2006-03-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,actual,Retail,72.3856,26.0,8.85,28.083066666666667,400,2006,3,Wednesday,weekday
2006-03-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),actual,Wholesale,72.3856,1500.0,8.85,28.083066666666667,90,2006,3,Wednesday,weekday
2006-03-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),actual,Wholesale,72.3856,961.11,8.85,28.083066666666667,50,2006,3,Wednesday,weekday
2006-03-15,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",actual,Retail,72.3856,25.0,8.85,28.083066666666667,500,2006,3,Wednesday,weekday
2006-03-15,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),actual,Retail,72.3856,108.0,8.85,28.083066666666667,1,2006,3,Wednesday,weekday
2006-03-15,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,actual,Wholesale,72.3856,42.31,8.85,28.083066666666667,1,2006,3,Wednesday,weekday
2006-03-15,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),actual,Retail,72.3856,27.0,8.85,28.083066666666667,1,2006,3,Wednesday,weekday
2006-03-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,actual,Wholesale,72.3856,14.75,8.85,28.083066666666667,1,2006,3,Wednesday,weekday
2006-03-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),actual,Wholesale,72.3856,1872.91,8.85,28.083066666666667,50,2006,3,Wednesday,weekday
2006-03-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,actual,Wholesale,72.3856,1595.0,8.85,28.083066666666667,90,2006,3,Wednesday,weekday
2006-03-15,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,actual,Wholesale,72.3856,54.52,8.85,28.083066666666667,1,2006,3,Wednesday,weekday
2006-03-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Maize (white),actual,Wholesale,72.3856,1162.22,8.85,28.083066666666667,90,2006,3,Wednesday,weekday
2006-03-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Potatoes (Irish),actual,Wholesale,72.3856,875.97,8.85,28.083066666666667,50,2006,3,Wednesday,weekday
2006-03-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Sorghum,actual,Wholesale,72.3856,1115.75,8.85,28.083066666666667,90,2006,3,Wednesday,weekday
2006-03-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans,actual,Wholesale,72.3856,50.54,8.85,28.083066666666667,1,2006,3,Wednesday,weekday
2006-03-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans (dry),actual,Wholesale,72.3856,3305.0,8.85,28.083066666666667,90,2006,3,Wednesday,weekday
2006-04-15,Coast,Mombasa,Mombasa,cereals and tubers,Maize,actual,Wholesale,69.9333,17.17,5.44,43.59630000000001,1,2006,4,Saturday,weekend
2006-04-15,Coast,Mombasa,Mombasa,pulses and nuts,Beans,actual,Wholesale,69.9333,43.84,5.44,43.59630000000001,1,2006,4,Saturday,weekend
2006-04-15,Eastern,Kitui,Kitui,cereals and tubers,Potatoes (Irish),actual,Wholesale,69.9333,1555.55,5.44,43.59630000000001,50,2006,4,Saturday,weekend
2006-04-15,Eastern,Kitui,Kitui,cereals and tubers,Sorghum,actual,Wholesale,69.9333,2000.0,5.44,43.59630000000001,90,2006,4,Saturday,weekend
2006-04-15,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),actual,Retail,69.9333,53.0,5.44,43.59630000000001,1,2006,4,Saturday,weekend
2006-04-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,actual,Retail,69.9333,26.0,5.44,43.59630000000001,400,2006,4,Saturday,weekend
2006-04-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,actual,Wholesale,69.9333,17.02,5.44,43.59630000000001,1,2006,4,Saturday,weekend
2006-04-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),actual,Wholesale,69.9333,1540.0,5.44,43.59630000000001,90,2006,4,Saturday,weekend
2006-04-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),actual,Wholesale,69.9333,1388.88,5.44,43.59630000000001,50,2006,4,Saturday,weekend
2006-04-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,actual,Wholesale,69.9333,2310.0,5.44,43.59630000000001,90,2006,4,Saturday,weekend
2006-04-15,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",actual,Retail,69.9333,25.0,5.44,43.59630000000001,500,2006,4,Saturday,weekend
2006-04-15,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),actual,Retail,69.9333,110.0,5.44,43.59630000000001,1,2006,4,Saturday,weekend
2006-04-15,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,actual,Wholesale,69.9333,47.1,5.44,43.59630000000001,1,2006,4,Saturday,weekend
2006-04-15,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),actual,Wholesale,69.9333,4310.0,5.44,43.59630000000001,90,2006,4,Saturday,weekend
2006-04-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,actual,Wholesale,69.9333,16.6,5.44,43.59630000000001,1,2006,4,Saturday,weekend
2006-04-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),actual,Wholesale,69.9333,1911.11,5.44,43.59630000000001,50,2006,4,Saturday,weekend
2006-04-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,actual,Wholesale,69.9333,1600.0,5.44,43.59630000000001,90,2006,4,Saturday,weekend
2006-04-15,Rift Valley,Turkana,Lodwar,cereals and tubers,Maize (white),actual,Retail,69.9333,30.0,5.44,43.59630000000001,1,2006,4,Saturday,weekend
2006-04-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Maize,actual,Wholesale,69.9333,14.19,5.44,43.59630000000001,1,2006,4,Saturday,weekend
2006-04-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Potatoes (Irish),actual,Wholesale,69.9333,796.1,5.44,43.59630000000001,50,2006,4,Saturday,weekend
2006-04-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Sorghum,actual,Wholesale,69.9333,1035.0,5.44,43.59630000000001,90,2006,4,Saturday,weekend
2006-04-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans,actual,Wholesale,69.9333,48.6,5.44,43.59630000000001,1,2006,4,Saturday,weekend
2006-04-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans (dry),actual,Wholesale,69.9333,3060.0,5.44,43.59630000000001,90,2006,4,Saturday,weekend
2006-05-15,Coast,Mombasa,Mombasa,cereals and tubers,Maize,actual,Wholesale,71.4111,19.12,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Coast,Mombasa,Mombasa,pulses and nuts,Beans,actual,Wholesale,71.4111,39.73,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),actual,Wholesale,71.4111,3978.95,4.47,21.993333333333336,90,2006,5,Monday,weekday
2006-05-15,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),actual,Retail,71.4111,51.0,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),actual,Retail,71.4111,22.0,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,actual,Wholesale,71.4111,17.71,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),actual,Wholesale,71.4111,1624.76,4.47,21.993333333333336,90,2006,5,Monday,weekday
2006-05-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),actual,Wholesale,71.4111,1624.99,4.47,21.993333333333336,50,2006,5,Monday,weekday
2006-05-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,actual,Wholesale,71.4111,2014.29,4.47,21.993333333333336,90,2006,5,Monday,weekday
2006-05-15,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",actual,Retail,71.4111,25.0,4.47,21.993333333333336,500,2006,5,Monday,weekday
2006-05-15,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),actual,Retail,71.4111,120.0,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,actual,Wholesale,71.4111,49.72,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),actual,Wholesale,71.4111,4505.0,4.47,21.993333333333336,90,2006,5,Monday,weekday
2006-05-15,North Eastern,Mandera,Mandera,cereals and tubers,Maize (white),actual,Retail,71.4111,25.0,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,actual,Wholesale,71.4111,18.77,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),actual,Wholesale,71.4111,1111.1,4.47,21.993333333333336,50,2006,5,Monday,weekday
2006-05-15,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,actual,Wholesale,71.4111,48.09,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),actual,Wholesale,71.4111,4543.0,4.47,21.993333333333336,90,2006,5,Monday,weekday
2006-05-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Maize,actual,Wholesale,71.4111,15.58,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Maize (white),actual,Wholesale,71.4111,1445.26,4.47,21.993333333333336,90,2006,5,Monday,weekday
2006-05-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Potatoes (Irish),actual,Wholesale,71.4111,690.05,4.47,21.993333333333336,50,2006,5,Monday,weekday
2006-05-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Sorghum,actual,Wholesale,71.4111,1031.58,4.47,21.993333333333336,90,2006,5,Monday,weekday
2006-05-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans,actual,Wholesale,71.4111,53.6,4.47,21.993333333333336,1,2006,5,Monday,weekday
2006-05-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans (dry),actual,Wholesale,71.4111,3311.0,4.47,21.993333333333336,90,2006,5,Monday,weekday
2006-06-15,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),actual,Retail,73.5,22.0,4.28,11.028733333333335,1,2006,6,Thursday,weekday
2006-06-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),actual,Wholesale,73.5,1550.91,4.28,11.028733333333335,90,2006,6,Thursday,weekday
2006-06-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),actual,Wholesale,73.5,861.1,4.28,11.028733333333335,50,2006,6,Thursday,weekday
2006-06-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,actual,Wholesale,73.5,1978.07,4.28,11.028733333333335,90,2006,6,Thursday,weekday
2006-06-15,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",actual,Retail,73.5,22.0,4.28,11.028733333333335,500,2006,6,Thursday,weekday
2006-06-15,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),actual,Retail,73.5,120.0,4.28,11.028733333333335,1,2006,6,Thursday,weekday
2006-06-15,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,actual,Wholesale,73.5,33.07,4.28,11.028733333333335,1,2006,6,Thursday,weekday
2006-06-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize (white),actual,Wholesale,73.5,1714.0,4.28,11.028733333333335,90,2006,6,Thursday,weekday
2006-06-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),actual,Wholesale,73.5,586.11,4.28,11.028733333333335,50,2006,6,Thursday,weekday
2006-06-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,actual,Wholesale,73.5,1220.0,4.28,11.028733333333335,90,2006,6,Thursday,weekday
2006-06-15,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,actual,Wholesale,73.5,38.51,4.28,11.028733333333335,1,2006,6,Thursday,weekday
2006-06-15,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),actual,Wholesale,73.5,3340.0,4.28,11.028733333333335,90,2006,6,Thursday,weekday
2006-06-15,Rift Valley,Turkana,Lodwar,cereals and tubers,Maize (white),actual,Retail,73.5,27.0,4.28,11.028733333333335,1,2006,6,Thursday,weekday
2006-06-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Maize (white),actual,Wholesale,73.5,1549.0,4.28,11.028733333333335,90,2006,6,Thursday,weekday
2006-06-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Potatoes (Irish),actual,Wholesale,73.5,450.61,4.28,11.028733333333335,50,2006,6,Thursday,weekday
2006-06-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Sorghum,actual,Wholesale,73.5,1322.22,4.28,11.028733333333335,90,2006,6,Thursday,weekday
2006-06-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans,actual,Wholesale,73.5,46.06,4.28,11.028733333333335,1,2006,6,Thursday,weekday
2006-06-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans (dry),actual,Wholesale,73.5,2978.0,4.28,11.028733333333335,90,2006,6,Thursday,weekday
2006-07-15,Coast,Mombasa,Mombasa,cereals and tubers,Maize,actual,Wholesale,73.5133,19.92,4.16,12.232333333333335,1,2006,7,Saturday,weekend
2006-07-15,Coast,Mombasa,Mombasa,cereals and tubers,Maize (white),actual,Wholesale,73.5133,1695.0,4.16,12.232333333333335,90,2006,7,Saturday,weekend
2006-07-15,Coast,Mombasa,Mombasa,pulses and nuts,Beans,actual,Wholesale,73.5133,30.15,4.16,12.232333333333335,1,2006,7,Saturday,weekend
2006-07-15,Coast,Mombasa,Mombasa,pulses and nuts,Beans (dry),actual,Wholesale,73.5133,2750.0,4.16,12.232333333333335,90,2006,7,Saturday,weekend
2006-07-15,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),actual,Retail,73.5133,22.0,4.16,12.232333333333335,1,2006,7,Saturday,weekend
2006-07-15,Eastern,Kitui,Kitui,pulses and nuts,Beans (dry),actual,Retail,73.5133,51.0,4.16,12.232333333333335,1,2006,7,Saturday,weekend
2006-07-15,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),actual,Retail,73.5133,21.0,4.16,12.232333333333335,1,2006,7,Saturday,weekend
2006-07-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,actual,Retail,73.5133,26.0,4.16,12.232333333333335,400,2006,7,Saturday,weekend
2006-07-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,actual,Wholesale,73.5133,18.61,4.16,12.232333333333335,1,2006,7,Saturday,weekend
2006-07-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),actual,Wholesale,73.5133,662.22,4.16,12.232333333333335,50,2006,7,Saturday,weekend
2006-07-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Sorghum,actual,Wholesale,73.5133,1680.0,4.16,12.232333333333335,90,2006,7,Saturday,weekend
2006-07-15,Nairobi,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",actual,Retail,73.5133,22.0,4.16,12.232333333333335,500,2006,7,Saturday,weekend
2006-07-15,Nairobi,Nairobi,Nairobi,oil and fats,Oil (vegetable),actual,Retail,73.5133,115.0,4.16,12.232333333333335,1,2006,7,Saturday,weekend
2006-07-15,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans (dry),actual,Wholesale,73.5133,2760.0,4.16,12.232333333333335,90,2006,7,Saturday,weekend
2006-07-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Maize,actual,Wholesale,73.5133,17.26,4.16,12.232333333333335,1,2006,7,Saturday,weekend
2006-07-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),actual,Wholesale,73.5133,455.55,4.16,12.232333333333335,50,2006,7,Saturday,weekend
2006-07-15,Nyanza,Kisumu,Kisumu,cereals and tubers,Sorghum,actual,Wholesale,73.5133,1450.0,4.16,12.232333333333335,90,2006,7,Saturday,weekend
2006-07-15,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans,actual,Wholesale,73.5133,34.77,4.16,12.232333333333335,1,2006,7,Saturday,weekend
2006-07-15,Nyanza,Kisumu,Kisumu,pulses and nuts,Beans (dry),actual,Wholesale,73.5133,3200.0,4.16,12.232333333333335,90,2006,7,Saturday,weekend
2006-07-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Potatoes (Irish),actual,Wholesale,73.5133,333.32,4.16,12.232333333333335,50,2006,7,Saturday,weekend
2006-07-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Sorghum,actual,Wholesale,73.5133,1000.0,4.16,12.232333333333335,90,2006,7,Saturday,weekend
2006-07-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans (dry),actual,Wholesale,73.5133,2260.0,4.16,12.232333333333335,90,2006,7,Saturday,weekend
2006-08-15,Coast,Mombasa,Mombasa,cereals and tubers,Maize,actual,Wholesale,72.91,15.31,4.92,21.783733333333334,1,2006,8,Tuesday,weekday
2006-08-15,Coast,Mombasa,Mombasa,pulses and nuts,Beans,actual,Wholesale,72.91,30.59,4.92,21.783733333333334,1,2006,8,Tuesday,weekday
2006-08-15,Eastern,Kitui,Kitui,cereals and tubers,Maize (white),actual,Retail,72.91,21.0,4.92,21.783733333333334,1,2006,8,Tuesday,weekday
2006-08-15,Eastern,Marsabit,Marsabit,cereals and tubers,Maize (white),actual,Retail,72.91,22.0,4.92,21.783733333333334,1,2006,8,Tuesday,weekday
2006-08-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Bread,actual,Retail,72.91,26.0,4.92,21.783733333333334,400,2006,8,Tuesday,weekday
2006-08-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize,actual,Wholesale,72.91,17.5,4.92,21.783733333333334,1,2006,8,Tuesday,weekday
2006-08-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Maize (white),actual,Wholesale,72.91,1585.75,4.92,21.783733333333334,90,2006,8,Tuesday,weekday
2006-08-15,Nairobi,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),actual,Wholesale,72.91,555.55,4.92,21.783733333333334,50,2006,8,Tuesday,weekday
